0,0,2592,98763.0,26.350000381469727,0,213.2997412046842,0.0,0.0,0.0,-1,39725,57477,199993,39453,57239,199993,39447,57234,199993
2,10,15118,98776.0,26.68000030517578,0,212.19550797891924,5643.58154296875,3743.195556640625,144.10000610351562,1,39602,57356,199993,39460,57237,199993,39461,57235,199993
3,15,21361,98782.0,26.770000457763672,0,211.68590156307582,5643.58056640625,3743.186767578125,142.5,1,39734,57477,199993,39457,57239,199993,39454,57230,199993
20,100,127811,98762.0,25.15999984741211,0,213.38468709665378,5643.5400390625,3743.08154296875,144.10000610351562,1,39488,57248,199993,39451,57219,199993,39453,57216,199993
35,175,221682,98744.0,23.860000610351562,0,214.9138322550351,5643.50146484375,3742.97705078125,146.1999969482422,1,39490,57215,199993,39457,57189,199993,39455,57189,199993
56,280,353213,98727.0,27.020000457763672,0,216.3582321613778,5632.01171875,3.673517937212151E-40,145.39999389648438,1,39499,57252,199993,39460,57219,199993,39452,57213,199993
162,810,788487,98718.0,27.15999984741211,0,217.1229959960346,5643.48681640625,3742.94921875,145.6999969482422,1,39498,57259,199993,39459,57228,199993,39451,57220,199993
163,815,790788,98456.0,27.149999618530273,0,239.410903402548,5632.001953125,0.0,149.6999969482422,1,39497,57259,199993,39466,57231,199993,39453,57221,199993
166,830,798192,96409.0,26.770000457763672,0,415.21931762745965,5632.00537109375,0.0,358.20001220703125,1,32768,41433,199993,32768,41333,199993,32768,41342,199993
168,840,803032,96747.0,26.700000762939453,0,385.9828585006395,5632.0009765625,0.0,327.8999938964844,1,32768,41415,199993,32768,41320,199993,32768,41322,199993
169,845,805468,96913.0,26.729999542236328,0,371.6543973207059,5643.49560546875,3742.84765625,309.20001220703125,1,32768,41408,199993,32768,41318,199993,32768,41320,199993
171,855,810281,97212.0,26.440000534057617,0,345.89596166576996,5632.00146484375,0.0,283.70001220703125,1,32768,41400,199993,32768,41312,199993,32768,41318,199993
173,865,815175,97535.0,26.549999237060547,0,318.14193961336343,5632.001953125,0.0,254.39999389648438,1,32768,41387,199993,32768,41298,199993,32768,41299,199993
174,870,817594,97686.0,26.510000228881836,0,305.19266997688914,5632.00146484375,0.0,242.8000030517578,1,32768,41380,199993,32768,41291,199993,32768,41293,199993
175,875,820024,97846.0,26.43000030517578,0,291.48926286521385,5643.482421875,3742.869873046875,225.5,1,32768,41375,199993,32768,41286,199993,32768,41291,199993
177,885,824885,98171.0,26.479999542236328,0,263.70998185521995,5643.4775390625,3742.885498046875,196.89999389648438,1,32768,41368,199993,32768,41279,199993,32768,41282,199993
178,890,827331,98311.0,26.420000076293945,0,251.76646503387957,5643.47900390625,3742.88916015625,185.60000610351562,1,32768,41362,199993,32768,41275,199993,32768,41276,199993
179,895,829738,98469.0,26.389999389648438,0,238.3038832441301,5632.00146484375,0.0,173.89999389648438,1,32768,41360,199993,32768,41271,199993,32768,41274,199993
